sampleName	sampelID	ontology	data
CD14+Monocytes,donor1	CNhs10852	monocyte	primaryCells
CD14+Monocytes,donor2	CNhs11954	monocyte	primaryCells
CD14+Monocytes,donor3	CNhs11997	monocyte	primaryCells
CD19+BCells,donor1	CNhs12343	lymphocyte of B lineage	primaryCells
CD19+BCells,donor2	CNhs12352	lymphocyte of B lineage	primaryCells
CD19+BCells,donor3	CNhs12354	lymphocyte of B lineage	primaryCells
CD34+stemcells-adultbonemarrowderived,donor1,tech_rep1	CNhs12588	NA	primaryCells
CD34cellsdifferentiatedtoerythrocytelineage,biol_rep1	CNhs13552	reticulocyte	primaryCells
CD34cellsdifferentiatedtoerythrocytelineage,biol_rep2	CNhs13553	reticulocyte	primaryCells
CD4+CD25-CD45RA-memoryconventionalTcells,donor3	CNhs13539	T cell	primaryCells
CD4+CD25-CD45RA-memoryconventionalTcellsexpanded,donor1	CNhs13215	T cell	primaryCells
CD4+CD25-CD45RA-memoryconventionalTcellsexpanded,donor2	CNhs13920	NA	primaryCells
CD4+CD25-CD45RA-memoryconventionalTcellsexpanded,donor3	CNhs13921	NA	primaryCells
CD4+CD25-CD45RA+naiveconventionalTcells,donor1	CNhs13223	T cell	primaryCells
CD4+CD25-CD45RA+naiveconventionalTcells,donor2	CNhs13205	T cell	primaryCells
CD4+CD25-CD45RA+naiveconventionalTcells,donor3	CNhs13512	T cell	primaryCells
CD4+CD25-CD45RA+naiveconventionalTcellsexpanded,donor1	CNhs13202	T cell	primaryCells
CD4+CD25-CD45RA+naiveconventionalTcellsexpanded,donor2	CNhs13813	T cell	primaryCells
CD4+CD25-CD45RA+naiveconventionalTcellsexpanded,donor3	CNhs13814	T cell	primaryCells
CD4+CD25+CD45RA-memoryregulatoryTcells,donor1	CNhs13195	T cell	primaryCells
CD4+CD25+CD45RA-memoryregulatoryTcells,donor2	CNhs13206	T cell	primaryCells
CD4+CD25+CD45RA-memoryregulatoryTcells,donor3	CNhs13538	T cell	primaryCells
CD4+CD25+CD45RA-memoryregulatoryTcellsexpanded,donor1	CNhs13204	T cell	primaryCells
CD4+CD25+CD45RA-memoryregulatoryTcellsexpanded,donor2	CNhs13811	T cell	primaryCells
CD4+CD25+CD45RA-memoryregulatoryTcellsexpanded,donor3	CNhs13812	T cell	primaryCells
CD4+CD25+CD45RA+naiveregulatoryTcells,donor3	CNhs13513	T cell	primaryCells
CD4+CD25+CD45RA+naiveregulatoryTcellsexpanded,donor1	CNhs13203	T cell	primaryCells
CD4+CD25+CD45RA+naiveregulatoryTcellsexpanded,donor2	CNhs13918	NA	primaryCells
CD4+CD25+CD45RA+naiveregulatoryTcellsexpanded,donor3	CNhs13919	NA	primaryCells
CD4+TCells,donor1	CNhs10853	T cell	primaryCells
CD4+TCells,donor2	CNhs11955	T cell	primaryCells
CD4+TCells,donor3	CNhs11998	T cell	primaryCells
CD8+TCells,donor1	CNhs10854	T cell	primaryCells
CD8+TCells,donor2	CNhs11956	T cell	primaryCells
CD8+TCells,donor3	CNhs11999	T cell	primaryCells
Chondrocyte-dediff,donor1	CNhs11923	chondrocyte	primaryCells
Chondrocyte-dediff,donor2	CNhs11372	chondrocyte	primaryCells
Chondrocyte-dediff,donor3	CNhs12020	chondrocyte	primaryCells
Chondrocyte-rediff,donor2	CNhs11373	chondrocyte	primaryCells
Chondrocyte-rediff,donor3	CNhs12021	chondrocyte	primaryCells
chorionicmembranecells,donor1	CNhs12504	mesenchymal cell	primaryCells
chorionicmembranecells,donor2	CNhs12506	mesenchymal cell	primaryCells
chorionicmembranecells,donor3	CNhs12380	mesenchymal cell	primaryCells
CiliaryEpithelialCells,donor1	CNhs10871	ciliated epithelial cell	primaryCells
CiliaryEpithelialCells,donor2	CNhs11966	ciliated epithelial cell	primaryCells
CiliaryEpithelialCells,donor3	CNhs12009	ciliated epithelial cell	primaryCells
CornealEpithelialCells,donor1	CNhs11336	corneal epithelial cell	primaryCells
CornealEpithelialCells,donor2	CNhs12094	NA	primaryCells
CornealEpithelialCells,donor3	CNhs12123	corneal epithelial cell	primaryCells
DendriticCells-monocyteimmaturederived,donor1,rep2	CNhs11062	dendritic cell	primaryCells
DendriticCells-monocyteimmaturederived,donor1,tech_rep1	CNhs10855	dendritic cell	primaryCells
DendriticCells-monocyteimmaturederived,donor3	CNhs12000	dendritic cell	primaryCells
DendriticCells-plasmacytoid,donor1	CNhs10857	dendritic cell	primaryCells
EndothelialCells-Aortic,donor0	CNhs10837	blood vessel endothelial cell	primaryCells
EndothelialCells-Aortic,donor1	CNhs12495	blood vessel endothelial cell	primaryCells
EndothelialCells-Aortic,donor2	CNhs11375	blood vessel endothelial cell	primaryCells
EndothelialCells-Aortic,donor3	CNhs12022	blood vessel endothelial cell	primaryCells
EndothelialCells-Artery,donor1	CNhs12496	blood vessel endothelial cell	primaryCells
EndothelialCells-Artery,donor2	CNhs11977	blood vessel endothelial cell	primaryCells
EndothelialCells-Artery,donor3	CNhs12023	blood vessel endothelial cell	primaryCells
EndothelialCells-Lymphatic,donor1	CNhs10865	endothelial cell of lymphatic vessel	primaryCells
EndothelialCells-Lymphatic,donor2	CNhs11901	endothelial cell of lymphatic vessel	primaryCells
EndothelialCells-Lymphatic,donor3	CNhs11906	endothelial cell of lymphatic vessel	primaryCells
EndothelialCells-Microvascular,donor1	CNhs11925	blood vessel endothelial cell	primaryCells
EndothelialCells-Microvascular,donor2	CNhs11376	blood vessel endothelial cell	primaryCells
EndothelialCells-Microvascular,donor3	CNhs12024	blood vessel endothelial cell	primaryCells
EndothelialCells-Thoracic,donor1	CNhs11926	blood vessel endothelial cell	primaryCells
EndothelialCells-Thoracic,donor2	CNhs11978	blood vessel endothelial cell	primaryCells
EndothelialCells-Umbilicalvein,donor1	CNhs10872	blood vessel endothelial cell	primaryCells
EndothelialCells-Umbilicalvein,donor2	CNhs11967	blood vessel endothelial cell	primaryCells
EndothelialCells-Umbilicalvein,donor3	CNhs12010	blood vessel endothelial cell	primaryCells
EndothelialCells-Vein,donor1	CNhs12497	blood vessel endothelial cell	primaryCells
EndothelialCells-Vein,donor2	CNhs11377	blood vessel endothelial cell	primaryCells
EndothelialCells-Vein,donor3	CNhs12026	blood vessel endothelial cell	primaryCells
EsophagealEpithelialCells,donor1	CNhs11323	epithelial cell of esophagus	primaryCells
EsophagealEpithelialCells,donor2	CNhs12083	NA	primaryCells
EsophagealEpithelialCells,donor3	CNhs12622	NA	primaryCells
Fibroblast-AorticAdventitial,donor1	CNhs10874	fibroblast of tunica adventitia of artery	primaryCells
Fibroblast-AorticAdventitial,donor2	CNhs11968	NA	primaryCells
Fibroblast-AorticAdventitial,donor3	CNhs12011	fibroblast of tunica adventitia of artery	primaryCells
Fibroblast-Cardiac,donor1	CNhs12498	cardiac fibroblast	primaryCells
Fibroblast-Cardiac,donor2	CNhs11378	cardiac fibroblast	primaryCells
Fibroblast-Cardiac,donor3	CNhs12027	cardiac fibroblast	primaryCells
Fibroblast-Cardiac,donor4	CNhs11909	cardiac fibroblast	primaryCells
Fibroblast-Cardiac,donor5	CNhs12057	cardiac fibroblast	primaryCells
Fibroblast-Cardiac,donor6	CNhs12061	cardiac fibroblast	primaryCells
Fibroblast-ChoroidPlexus,donor1	CNhs11319	fibroblast of choroid plexus	primaryCells
Fibroblast-ChoroidPlexus,donor2	CNhs12344	fibroblast of choroid plexus	primaryCells
Fibroblast-ChoroidPlexus,donor3	CNhs12620	NA	primaryCells
Fibroblast-Conjunctival,donor1	CNhs11339	fibroblast of the conjuctiva	primaryCells
Fibroblast-Conjunctival,donor3	CNhs12734	NA	primaryCells
Fibroblast-Dermal,donor1	CNhs12499	skin fibroblast	primaryCells
Fibroblast-Dermal,donor2	CNhs11379	skin fibroblast	primaryCells
Fibroblast-Dermal,donor3	CNhs12028	skin fibroblast	primaryCells
Fibroblast-Dermal,donor4	CNhs12052	skin fibroblast	primaryCells
Fibroblast-Dermal,donor5	CNhs12055	skin fibroblast	primaryCells
Fibroblast-Dermal,donor6	CNhs12059	skin fibroblast	primaryCells
Fibroblast-Gingival,donor1	CNhs10866	fibroblast of gingiva	primaryCells
Fibroblast-Gingival,donor10(periodontitis)	CNhs14135	NA	primaryCells
Fibroblast-Gingival,donor2	CNhs11961	fibroblast of gingiva	primaryCells
Fibroblast-Gingival,donor3	CNhs12006	fibroblast of gingiva	primaryCells
Fibroblast-Gingival,donor4(GFH2)	CNhs10848	fibroblast of gingiva	primaryCells
Fibroblast-Gingival,donor5(GFH3)	CNhs11952	fibroblast of gingiva	primaryCells
Fibroblast-Gingival,donor6(aggressiveperiodontitis)	CNhs14128	NA	primaryCells
Fibroblast-Gingival,donor6(control)	CNhs14129	NA	primaryCells
Fibroblast-Gingival,donor7(aggressiveperiodontitis)	CNhs14130	NA	primaryCells
Fibroblast-Gingival,donor7(control)	CNhs14131	NA	primaryCells
Fibroblast-Gingival,donor8(chronicperiodontitis)	CNhs14132	NA	primaryCells
Fibroblast-Gingival,donor8(control)	CNhs14133	NA	primaryCells
Fibroblast-Gingival,donor9(control)	CNhs14134	NA	primaryCells
Fibroblast-Lung,donor1	CNhs12500	NA	primaryCells
Fibroblast-Lung,donor2	CNhs11380	NA	primaryCells
Fibroblast-Lung,donor3	CNhs12029	NA	primaryCells
Fibroblast-Lymphatic,donor1	CNhs11322	fibroblast of lymphatic vessel	primaryCells
Fibroblast-Lymphatic,donor2	CNhs12082	NA	primaryCells
Fibroblast-Lymphatic,donor3	CNhs12118	fibroblast of lymphatic vessel	primaryCells
Fibroblast-Mammary,donor1	CNhs11348	NA	primaryCells
Fibroblast-Mammary,donor2	CNhs12103	NA	primaryCells
Fibroblast-Mammary,donor3	CNhs12128	NA	primaryCells
Fibroblast-PeriodontalLigament,donor1	CNhs10867	fibroblast of periodontium	primaryCells
Fibroblast-PeriodontalLigament,donor2	CNhs11962	fibroblast of periodontium	primaryCells
Fibroblast-PeriodontalLigament,donor3	CNhs11907	fibroblast of periodontium	primaryCells
Fibroblast-PeriodontalLigament,donor4(PL29)	CNhs12493	fibroblast of periodontium	primaryCells
Fibroblast-PeriodontalLigament,donor5(PL30)	CNhs11953	fibroblast of periodontium	primaryCells
Fibroblast-PeriodontalLigament,donor6(PLH3)	CNhs11996	fibroblast of periodontium	primaryCells
Fibroblast-PulmonaryArtery,donor1	CNhs10878	fibroblast of pulmonary artery	primaryCells
Fibroblast-skindystrophiamyotonica,donor1	CNhs11353	skin fibroblast	primaryCells
Fibroblast-skindystrophiamyotonica,donor2	CNhs11354	skin fibroblast	primaryCells
Fibroblast-skindystrophiamyotonica,donor3	CNhs11913	skin fibroblast	primaryCells
Fibroblast-skinnormal,donor1	CNhs11351	skin fibroblast	primaryCells
Fibroblast-skinnormal,donor2	CNhs11914	skin fibroblast	primaryCells
Fibroblast-skinspinalmuscularatrophy,donor1	CNhs11074	skin fibroblast	primaryCells
Fibroblast-skinspinalmuscularatrophy,donor2	CNhs11911	skin fibroblast	primaryCells
Fibroblast-skinspinalmuscularatrophy,donor3	CNhs11912	skin fibroblast	primaryCells
Fibroblast-skinwalkerwarburg,donor1	CNhs11352	skin fibroblast	primaryCells
Fibroblast-VillousMesenchymal,donor1	CNhs11343	NA	primaryCells
Fibroblast-VillousMesenchymal,donor2	CNhs12099	NA	primaryCells
Fibroblast-VillousMesenchymal,donor3	CNhs12920	NA	primaryCells
gammadeltapositiveTcells,donor1	CNhs13914	NA	primaryCells
gammadeltapositiveTcells,donor2	CNhs13915	NA	primaryCells
Gingivalepithelialcells,donor1(GEA11)	CNhs11061	gingival epithelial cell	primaryCells
Gingivalepithelialcells,donor2(GEA14)	CNhs11896	gingival epithelial cell	primaryCells
Gingivalepithelialcells,donor3(GEA15)	CNhs11903	gingival epithelial cell	primaryCells
HairFollicleDermalPapillaCells,donor1	CNhs12501	hair follicle cell	primaryCells
HairFollicleDermalPapillaCells,donor2	CNhs11979	hair follicle cell	primaryCells
HairFollicleDermalPapillaCells,donor3	CNhs12030	hair follicle cell	primaryCells
HairFollicleOuterRootSheathCells,donor1	CNhs12339	hair follicle cell	primaryCells
HairFollicleOuterRootSheathCells,donor2	CNhs12347	epithelial cell of esophagus	primaryCells
HepaticSinusoidalEndothelialCells,donor1	CNhs12075	endothelial cell of hepatic sinusoid	primaryCells
HepaticSinusoidalEndothelialCells,donor2	CNhs12092	endothelial cell of hepatic sinusoid	primaryCells
HepaticSinusoidalEndothelialCells,donor3	CNhs12625	NA	primaryCells
HepaticStellateCells(lipocyte),donor1	CNhs11335	hepatic stellate cell	primaryCells
HepaticStellateCells(lipocyte),donor2	CNhs12093	hepatic stellate cell	primaryCells
HepaticStellateCells(lipocyte),donor3	CNhs12627	NA	primaryCells
Hepatocyte,donor1	CNhs12340	hepatocyte	primaryCells
Hepatocyte,donor2	CNhs12349	hepatocyte	primaryCells
Hepatocyte,donor3	CNhs12626	hepatocyte	primaryCells
immaturelangerhanscells,donor1	CNhs13537	dendritic cell	primaryCells
immaturelangerhanscells,donor2	CNhs13480	dendritic cell	primaryCells
Intestinalepithelialcells(polarized),donor1	CNhs10875	intestinal epithelial cell	primaryCells
IrisPigmentEpithelialCells,donor1	CNhs12596	iris pigment epithelial cell	primaryCells
Keratinocyte-epidermal,donor1	CNhs11064	keratinocyte	primaryCells
Keratinocyte-epidermal,donor2	CNhs11381	keratinocyte	primaryCells
Keratinocyte-epidermal,donor3	CNhs12031	keratinocyte	primaryCells
Keratinocyte-oral,donor1	CNhs10879	keratinocyte	primaryCells
Keratocytes,donor1	CNhs11337	keratocyte	primaryCells
Keratocytes,donor2	CNhs12095	keratocyte	primaryCells
Keratocytes,donor3	CNhs12921	NA	primaryCells
LensEpithelialCells,donor1	CNhs12342	lens epithelial cell	primaryCells
LensEpithelialCells,donor2	CNhs12568	lens epithelial cell	primaryCells
LensEpithelialCells,donor3	CNhs12572	lens epithelial cell	primaryCells
Macrophage-monocytederived,donor1	CNhs10861	macrophage	primaryCells
Macrophage-monocytederived,donor2	CNhs11899	macrophage	primaryCells
Macrophage-monocytederived,donor3	CNhs12003	macrophage	primaryCells
Mallassez-derivedcells,donor2	CNhs13550	epithelial cell of Malassez	primaryCells
Mallassez-derivedcells,donor3	CNhs13551	epithelial cell of Malassez	primaryCells
MammaryEpithelialCell,donor1	CNhs11077	mammary epithelial cell	primaryCells
MammaryEpithelialCell,donor2	CNhs11382	mammary epithelial cell	primaryCells
MammaryEpithelialCell,donor3	CNhs12032	mammary epithelial cell	primaryCells
Mastcell-stimulated,donor1	CNhs11073	mast cell	primaryCells
Mastcell,donor1	CNhs12566	mast cell	primaryCells
Mastcell,donor2	CNhs12594	mast cell	primaryCells
Mastcell,donor3	CNhs12593	mast cell	primaryCells
Mastcell,donor4	CNhs12592	mast cell	primaryCells
Mastcell,expanded,donor5	CNhs13924	NA	primaryCells
Mastcell,expanded,donor8	CNhs13926	NA	primaryCells
Mastcell,expandedandstimulated,donor5	CNhs13925	NA	primaryCells
Mastcell,expandedandstimulated,donor8	CNhs13927	NA	primaryCells
Melanocyte-dark,donor1	CNhs12591	NA	primaryCells
Melanocyte-dark,donor2	CNhs12346	NA	primaryCells
Melanocyte-dark,donor3	CNhs12570	melanocyte	primaryCells
Melanocyte-light,donor1	CNhs11303	melanocyte	primaryCells
Melanocyte-light,donor2	CNhs11383	melanocyte	primaryCells
Melanocyte-light,donor3	CNhs12033	melanocyte	primaryCells
MeningealCells,donor1	CNhs11320	stromal cell	primaryCells
MeningealCells,donor2	CNhs12080	stromal cell	primaryCells
MeningealCells,donor3	CNhs12731	stromal cell	primaryCells
mesenchymalprecursorcell-adipose,donor1	CNhs12363	mesenchymal cell	primaryCells
mesenchymalprecursorcell-adipose,donor2	CNhs12364	mesenchymal cell	primaryCells
mesenchymalprecursorcell-adipose,donor3	CNhs12365	mesenchymal cell	primaryCells
mesenchymalprecursorcell-bonemarrow,donor1	CNhs12366	mesenchymal cell	primaryCells
mesenchymalprecursorcell-bonemarrow,donor2	CNhs12367	mesenchymal cell	primaryCells
mesenchymalprecursorcell-bonemarrow,donor3	CNhs13098	mesenchymal cell	primaryCells
mesenchymalprecursorcell-cardiac,donor1	CNhs12368	mesenchymal cell	primaryCells
mesenchymalprecursorcell-cardiac,donor2	CNhs12369	mesenchymal cell	primaryCells
mesenchymalprecursorcell-cardiac,donor3	CNhs12370	mesenchymal cell	primaryCells
mesenchymalprecursorcell-cardiac,donor4	CNhs12371	mesenchymal cell	primaryCells
mesenchymalprecursorcell-ovariancancerleftovary,donor1	CNhs12372	NA	primaryCells
mesenchymalprecursorcell-ovariancancerleftovary,donor2	CNhs13092	NA	primaryCells
mesenchymalprecursorcell-ovariancancerleftovary,donor3	CNhs12376	NA	primaryCells
mesenchymalprecursorcell-ovariancancerleftovary,donor4	CNhs13094	NA	primaryCells
mesenchymalprecursorcell-ovariancancermetastasis,donor1	CNhs12374	NA	primaryCells
mesenchymalprecursorcell-ovariancancermetastasis,donor2	CNhs13093	NA	primaryCells
mesenchymalprecursorcell-ovariancancermetastasis,donor3	CNhs12378	NA	primaryCells
mesenchymalprecursorcell-ovariancancermetastasis,donor4	CNhs13097	NA	primaryCells
mesenchymalprecursorcell-ovariancancerrightovary,donor1	CNhs12373	NA	primaryCells
mesenchymalprecursorcell-ovariancancerrightovary,donor2	CNhs12375	NA	primaryCells
mesenchymalprecursorcell-ovariancancerrightovary,donor3(SOC-57-02-G)	CNhs13507	NA	primaryCells
mesenchymalprecursorcell-ovariancancerrightovary,donor3(SOC-57-02)	CNhs12377	NA	primaryCells
mesenchymalprecursorcell-ovariancancerrightovary,donor4	CNhs13096	NA	primaryCells
Mesenchymalstemcells-adipose,donor0	CNhs10844	mesenchymal cell	primaryCells
MesenchymalStemCells-adipose,donor1	CNhs11345	mesenchymal cell	primaryCells
MesenchymalStemCells-adipose,donor2	CNhs12101	NA	primaryCells
MesenchymalStemCells-adipose,donor3	CNhs12922	mesenchymal cell	primaryCells
MesenchymalStemCells-amnioticmembrane,donor1	CNhs11349	mesenchymal cell	primaryCells
MesenchymalStemCells-amnioticmembrane,donor2	CNhs12104	mesenchymal cell	primaryCells
MesenchymalStemCells-bonemarrow,donor1	CNhs11344	mesenchymal cell	primaryCells
MesenchymalStemCells-bonemarrow,donor2	CNhs12100	mesenchymal cell	primaryCells
MesenchymalStemCells-bonemarrow,donor3	CNhs12126	mesenchymal cell	primaryCells
MesenchymalStemCells-bonemarrow,donor4	CNhs11316	NA	primaryCells
Mesenchymalstemcells-hepatic,donor0	CNhs10845	mesenchymal cell	primaryCells
MesenchymalStemCells-hepatic,donor1	CNhs11346	NA	primaryCells
MesenchymalStemCells-hepatic,donor2	CNhs12730	mesenchymal cell	primaryCells
Mesenchymalstemcells-umbilical,donor0	CNhs12492	mesenchymal cell	primaryCells
MesenchymalStemCells-umbilical,donor1	CNhs11347	mesenchymal cell	primaryCells
MesenchymalStemCells-umbilical,donor2	CNhs12102	NA	primaryCells
MesenchymalStemCells-umbilical,donor3	CNhs12127	mesenchymal cell	primaryCells
MesenchymalStemCells-Vertebral,donor1	CNhs10846	NA	primaryCells
MesenchymalStemCells-Wharton'sJelly,donor1	CNhs11057	mesenchymal cell	primaryCells
MesothelialCells,donor1	CNhs10850	mesothelial cell	primaryCells
MesothelialCells,donor3	CNhs12012	mesothelial cell	primaryCells
migratorylangerhanscells,donor1	CNhs13535	dendritic cell	primaryCells
migratorylangerhanscells,donor2	CNhs13536	dendritic cell	primaryCells
migratorylangerhanscells,donor3	CNhs13547	dendritic cell	primaryCells
MultipotentCordBloodUnrestrictedSomaticStemCells,donor1	CNhs11350	mesenchymal cell	primaryCells
MultipotentCordBloodUnrestrictedSomaticStemCells,donor2	CNhs12105	mesenchymal cell	primaryCells
Myoblast,donor1	CNhs10870	myoblast	primaryCells
Myoblast,donor2	CNhs11965	myoblast	primaryCells
Myoblast,donor3	CNhs11908	myoblast	primaryCells
nasalepithelialcells,donor1,tech_rep1	CNhs12589	sensory epithelial cell	primaryCells
nasalepithelialcells,donor2	CNhs12574	sensory epithelial cell	primaryCells
NaturalKillerCells,donor1	CNhs10859	natural killer cell	primaryCells
NaturalKillerCells,donor2	CNhs11957	natural killer cell	primaryCells
NaturalKillerCells,donor3	CNhs12001	natural killer cell	primaryCells
Neuralstemcells,donor1	CNhs11063	neuronal stem cell	primaryCells
Neuralstemcells,donor2	CNhs11384	neuronal stem cell	primaryCells
Neurons,donor1	CNhs12338	neuron	primaryCells
Neurons,donor2	CNhs12726	neuron	primaryCells
Neurons,donor3	CNhs13815	neuron	primaryCells
Neutrophils,donor1	CNhs10862	neutrophil	primaryCells
Neutrophils,donor2	CNhs11959	neutrophil	primaryCells
Neutrophils,donor3	CNhs11905	neutrophil	primaryCells
NucleusPulposusCell,donor1	CNhs10881	NA	primaryCells
NucleusPulposusCell,donor2	CNhs12019	NA	primaryCells
NucleusPulposusCell,donor3	CNhs12063	NA	primaryCells
Olfactoryepithelialcells,donor1	CNhs13816	sensory epithelial cell	primaryCells
Olfactoryepithelialcells,donor2	CNhs13817	sensory epithelial cell	primaryCells
Olfactoryepithelialcells,donor3	CNhs13818	sensory epithelial cell	primaryCells
Olfactoryepithelialcells,donor4	CNhs13819	sensory epithelial cell	primaryCells
Oligodendrocyte-precursors,donor1	CNhs12586	NA	primaryCells
Osteoblast-differentiated,donor1	CNhs11311	osteoblast	primaryCells
Osteoblast-differentiated,donor2	CNhs11980	osteoblast	primaryCells
Osteoblast-differentiated,donor3	CNhs12035	osteoblast	primaryCells
Osteoblast,donor1	CNhs11078	NA	primaryCells
Osteoblast,donor2	CNhs11385	osteoblast	primaryCells
Osteoblast,donor3	CNhs12036	osteoblast	primaryCells
Pancreaticstromalcells,donor1	CNhs10877	stromal cell	primaryCells
Pericytes,donor1	CNhs11317	pericyte cell	primaryCells
Pericytes,donor2	CNhs12079	pericyte cell	primaryCells
Pericytes,donor3	CNhs12116	NA	primaryCells
PerineurialCells,donor1	CNhs12587	NA	primaryCells
PerineurialCells,donor2	CNhs12590	NA	primaryCells
PeripheralBloodMononuclearCells,donor1	CNhs10860	NA	primaryCells
PeripheralBloodMononuclearCells,donor2	CNhs11958	NA	primaryCells
PeripheralBloodMononuclearCells,donor3	CNhs12002	NA	primaryCells
PlacentalEpithelialCells,donor1	CNhs11079	placental epithelial cell	primaryCells
PlacentalEpithelialCells,donor2	CNhs11386	placental epithelial cell	primaryCells
PlacentalEpithelialCells,donor3	CNhs12037	placental epithelial cell	primaryCells
Preadipocyte-breast,donor1	CNhs11052	preadipocyte	primaryCells
Preadipocyte-breast,donor2	CNhs11971	preadipocyte	primaryCells
Preadipocyte-omental,donor1	CNhs11065	preadipocyte	primaryCells
Preadipocyte-omental,donor2	CNhs11902	preadipocyte	primaryCells
Preadipocyte-omental,donor3	CNhs12013	preadipocyte	primaryCells
Preadipocyte-perirenal,donor1	CNhs12065	preadipocyte	primaryCells
Preadipocyte-subcutaneous,donor1	CNhs11081	NA	primaryCells
Preadipocyte-subcutaneous,donor2	CNhs11981	preadipocyte	primaryCells
Preadipocyte-subcutaneous,donor3	CNhs12038	preadipocyte	primaryCells
Preadipocyte-visceral,donor1	CNhs11082	preadipocyte	primaryCells
Preadipocyte-visceral,donor2	CNhs11982	preadipocyte	primaryCells
Preadipocyte-visceral,donor3	CNhs12039	preadipocyte	primaryCells
ProstateEpithelialCells,donor2	CNhs11972	epithelial cell of prostate	primaryCells
ProstateEpithelialCells,donor3	CNhs12014	epithelial cell of prostate	primaryCells
ProstateEpithelialCells(polarized),donor1	CNhs10882	epithelial cell of prostate	primaryCells
ProstateStromalCells,donor1	CNhs10883	stromal cell	primaryCells
ProstateStromalCells,donor2	CNhs11973	stromal cell	primaryCells
ProstateStromalCells,donor3	CNhs12015	stromal cell	primaryCells
RenalCorticalEpithelialCells,donor1	CNhs11331	kidney epithelial cell	primaryCells
RenalCorticalEpithelialCells,donor2	CNhs12728	kidney epithelial cell	primaryCells
RenalEpithelialCells,donor1	CNhs11332	kidney epithelial cell	primaryCells
RenalEpithelialCells,donor2	CNhs12088	kidney epithelial cell	primaryCells
RenalEpithelialCells,donor3	CNhs12732	kidney epithelial cell	primaryCells
RenalGlomerularEndothelialCells,donor1	CNhs12074	kidney epithelial cell	primaryCells
RenalGlomerularEndothelialCells,donor2	CNhs12086	kidney epithelial cell	primaryCells
RenalGlomerularEndothelialCells,donor3	CNhs12624	kidney epithelial cell	primaryCells
RenalGlomerularEndothelialCells,donor4	CNhs13080	kidney epithelial cell	primaryCells
RenalMesangialCells,donor1	CNhs11333	kidney epithelial cell	primaryCells
RenalMesangialCells,donor2	CNhs12089	NA	primaryCells
RenalMesangialCells,donor3	CNhs12121	kidney epithelial cell	primaryCells
RenalProximalTubularEpithelialCell,donor1	CNhs11330	kidney epithelial cell	primaryCells
RenalProximalTubularEpithelialCell,donor2	CNhs12087	kidney epithelial cell	primaryCells
RenalProximalTubularEpithelialCell,donor3	CNhs12120	kidney epithelial cell	primaryCells
RetinalPigmentEpithelialCells,donor0	CNhs10842	retinal pigment epithelial cell	primaryCells
RetinalPigmentEpithelialCells,donor1	CNhs11338	retinal pigment epithelial cell	primaryCells
RetinalPigmentEpithelialCells,donor2	CNhs12096	NA	primaryCells
RetinalPigmentEpithelialCells,donor3	CNhs12733	retinal pigment epithelial cell	primaryCells
salivaryacinarcells,donor1	CNhs12810	acinar cell	primaryCells
salivaryacinarcells,donor2	CNhs12811	acinar cell	primaryCells
salivaryacinarcells,donor3	CNhs12812	acinar cell	primaryCells
SchwannCells,donor1	CNhs12073	NA	primaryCells
SchwannCells,donor2	CNhs12345	NA	primaryCells
SchwannCells,donor3	CNhs12621	NA	primaryCells
Sebocyte,donor1	CNhs10847	acinar cell	primaryCells
Sebocyte,donor2	CNhs11951	acinar cell	primaryCells
Sebocyte,donor3	CNhs11995	NA	primaryCells
SertoliCells,donor1	CNhs10851	mesothelial cell	primaryCells
SertoliCells,donor2	CNhs11974	NA	primaryCells
SkeletalMuscleCells,donor1	CNhs11083	skeletal muscle cell	primaryCells
SkeletalMuscleCells,donor2	CNhs11983	NA	primaryCells
SkeletalMuscleCells,donor3	CNhs12040	NA	primaryCells
SkeletalMuscleCells,donor4	CNhs12053	skeletal muscle cell	primaryCells
SkeletalMuscleCells,donor5	CNhs12056	skeletal muscle cell	primaryCells
SkeletalMuscleCells,donor6	CNhs12060	skeletal muscle cell	primaryCells
SkeletalmusclecellsdifferentiatedintoMyotubes-multinucleated,donor1	CNhs11084	skeletal muscle cell	primaryCells
SkeletalmusclecellsdifferentiatedintoMyotubes-multinucleated,donor2	CNhs11984	NA	primaryCells
SkeletalmusclecellsdifferentiatedintoMyotubes-multinucleated,donor3	CNhs12041	NA	primaryCells
SkeletalMuscleSatelliteCells,donor1	CNhs10869	skeletal muscle cell	primaryCells
SkeletalMuscleSatelliteCells,donor2	CNhs11964	skeletal muscle cell	primaryCells
SkeletalMuscleSatelliteCells,donor3	CNhs12008	skeletal muscle cell	primaryCells
SmallAirwayEpithelialCells,donor1	CNhs10884	respiratory epithelial cell	primaryCells
SmallAirwayEpithelialCells,donor2	CNhs11975	respiratory epithelial cell	primaryCells
SmallAirwayEpithelialCells,donor3	CNhs12016	respiratory epithelial cell	primaryCells
Smoothmusclecells-airway,asthmatic,donor1	CNhs14183	NA	primaryCells
Smoothmusclecells-airway,asthmatic,donor2	CNhs14184	NA	primaryCells
Smoothmusclecells-airway,asthmatic,donor3	CNhs14186	NA	primaryCells
Smoothmusclecells-airway,asthmatic,donor4	CNhs14187	NA	primaryCells
Smoothmusclecells-airway,asthmatic,donor5	CNhs14188	NA	primaryCells
Smoothmusclecells-airway,asthmatic,donor6	CNhs14189	NA	primaryCells
