sampleName	sampelID	ontology	data
Smoothmusclecells-airway,control,donor1	CNhs14190	NA	primaryCells
Smoothmusclecells-airway,control,donor2	CNhs14191	NA	primaryCells
Smoothmusclecells-airway,control,donor3	CNhs14192	NA	primaryCells
Smoothmusclecells-airway,control,donor4	CNhs14193	NA	primaryCells
SmoothMuscleCells-Aortic,donor0	CNhs10838	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Aortic,donor1	CNhs11085	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Aortic,donor2	CNhs11305	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Aortic,donor3	CNhs11309	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Bladder,donor1	CNhs12893	NA	primaryCells
SmoothMuscleCells-Brachiocephalic,donor1	CNhs11086	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Brachiocephalic,donor2	CNhs11985	NA	primaryCells
SmoothMuscleCells-Brachiocephalic,donor3	CNhs12043	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-BrainVascular,donor1	CNhs10863	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-BrainVascular,donor2	CNhs11900	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-BrainVascular,donor3	CNhs12004	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Bronchial,donor1	CNhs11328	bronchial smooth muscle cell	primaryCells
SmoothMuscleCells-Bronchial,donor2	CNhs12348	kidney epithelial cell	primaryCells
SmoothMuscleCells-Carotid,donor1	CNhs11087	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Carotid,donor2	CNhs11986	NA	primaryCells
SmoothMuscleCells-Carotid,donor3	CNhs12044	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Colonic,donor1	CNhs10868	enteric smooth muscle cell	primaryCells
SmoothMuscleCells-Colonic,donor2	CNhs11963	enteric smooth muscle cell	primaryCells
SmoothMuscleCells-Colonic,donor3	CNhs12007	enteric smooth muscle cell	primaryCells
SmoothMuscleCells-CoronaryArtery,donor1	CNhs11088	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-CoronaryArtery,donor2	CNhs11987	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-CoronaryArtery,donor3	CNhs12045	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Esophageal,donor1	CNhs11324	smooth muscle cell of the esophagus	primaryCells
SmoothMuscleCells-Esophageal,donor2	CNhs12727	NA	primaryCells
SmoothMuscleCells-InternalThoracicArtery,donor1	CNhs11067	NA	primaryCells
SmoothMuscleCells-InternalThoracicArtery,donor2	CNhs11988	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-InternalThoracicArtery,donor3	CNhs12046	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Intestinal,donor1	CNhs12595	NA	primaryCells
SmoothMuscleCells-Prostate,donor1	CNhs11920	smooth muscle cell of prostate	primaryCells
SmoothMuscleCells-Prostate,donor2	CNhs11976	smooth muscle cell of prostate	primaryCells
SmoothMuscleCells-Prostate,donor3	CNhs11910	NA	primaryCells
SmoothMuscleCells-PulmonaryArtery,donor1	CNhs11089	NA	primaryCells
SmoothMuscleCells-PulmonaryArtery,donor2	CNhs11989	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-PulmonaryArtery,donor3	CNhs12047	NA	primaryCells
SmoothMuscleCells-SubclavianArtery,donor1	CNhs11090	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-SubclavianArtery,donor2	CNhs11990	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-SubclavianArtery,donor3	CNhs12048	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-Tracheal,donor1	CNhs11329	smooth muscle cell of trachea	primaryCells
SmoothMuscleCells-Tracheal,donor2	CNhs12567	NA	primaryCells
SmoothMuscleCells-Tracheal,donor3	CNhs12894	smooth muscle cell of trachea	primaryCells
SmoothMuscleCells-Umbilicalartery,donor0	CNhs10839	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-UmbilicalArtery,donor1	CNhs11091	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-UmbilicalArtery,donor2	CNhs11991	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-UmbilicalArtery,donor3	CNhs12049	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-UmbilicalVein,donor1	CNhs12597	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-UmbilicalVein,donor2	CNhs12569	vascular associated smooth muscle cell	primaryCells
SmoothMuscleCells-UmbilicalVein,donor3	CNhs13076	NA	primaryCells
SmoothMuscleCells-Uterine,donor1	CNhs11921	NA	primaryCells
SmoothMuscleCells-Uterine,donor3	CNhs11927	uterine smooth muscle cell	primaryCells
Synoviocyte,donor1	CNhs11068	NA	primaryCells
Synoviocyte,donor2	CNhs11992	stromal cell	primaryCells
Synoviocyte,donor3	CNhs12050	stromal cell	primaryCells
tenocyte,donor1	CNhs12639	tendon cell	primaryCells
tenocyte,donor2	CNhs12640	tendon cell	primaryCells
tenocyte,donor3	CNhs12641	tendon cell	primaryCells
TrabecularMeshworkCells,donor1	CNhs11340	trabecular meshwork cell	primaryCells
TrabecularMeshworkCells,donor2	CNhs12097	NA	primaryCells
TrabecularMeshworkCells,donor3	CNhs12124	trabecular meshwork cell	primaryCells
TrachealEpithelialCells,donor1	CNhs11092	respiratory epithelial cell	primaryCells
TrachealEpithelialCells,donor2	CNhs11993	respiratory epithelial cell	primaryCells
TrachealEpithelialCells,donor3	CNhs12051	respiratory epithelial cell	primaryCells
Urothelialcells,donor0	CNhs10843	urothelial cell	primaryCells
UrothelialCells,donor1	CNhs11334	urothelial cell	primaryCells
UrothelialCells,donor2	CNhs12091	urothelial cell	primaryCells
UrothelialCells,donor3	CNhs12122	urothelial cell	primaryCells
Wholeblood(ribopure),donor090309,donation1	CNhs11675	NA	primaryCells
Wholeblood(ribopure),donor090309,donation2	CNhs11671	NA	primaryCells
Wholeblood(ribopure),donor090309,donation3	CNhs11948	NA	primaryCells
Wholeblood(ribopure),donor090325,donation1	CNhs11075	NA	primaryCells
Wholeblood(ribopure),donor090325,donation2	CNhs11076	NA	primaryCells
Wholeblood(ribopure),donor090612,donation1	CNhs11672	NA	primaryCells
Wholeblood(ribopure),donor090612,donation2	CNhs11673	NA	primaryCells
Wholeblood(ribopure),donor090612,donation3	CNhs11949	NA	primaryCells
